answer,clue
SARATOGA,'a species of large fish found in Australian rivers'
TRINKETRY,'trinkets and other ornaments of dress collectively'
SADIST,'someone who obtains pleasure from inflicting pain on others'
BLEEDING,'the flow of blood from a ruptured blood vessel'
CREDENCE,'a kind of sideboard or buffet'
GARNISHEE,'a wage earner who is served with a garnishment'
PLUNKER,'(baseball) hitting a baseball so that it drops suddenly'
WARMING,'the process of becoming warmer
CLOWNING,'acting like a clown or buffoon'
CINGULUM,'(anatomy) an encircling structure (as the ridge around the base of a tooth)'
ARGALI,'wild sheep of semidesert regions in central Asia'
SOCIALITY,'the tendency to associate with others and to form social groups
CONSORTIUM,'an association of companies for some definite purpose'
SHAPE,'the spatial arrangement of something as distinct from its substance
STEREOTYPE,'a conventional or formulaic conception or image
REALTY,'property consisting of houses and land'
QUARTETTE,'four people considered as a unit
PLEASANCE,'a pleasant and secluded part of a garden
UNRAVELLER,'a person who removes tangles
TYRO,'someone new to a field or activity'
MAFIOSO,'a member of the Sicilian Mafia'
HABITAT,'the type of environment in which an organism or group normally lives or occurs
SIMPER,'a silly self-conscious smile'
DALESMAN,'a person who lives in the dales of northern England'
SERIPH,'a short line at the end of the main strokes of a character'
RAETAM,'desert shrub of Syria and Arabia having small white flowers
FASCIST,'an adherent of fascism or other authoritarian views'
DOCENT,'a teacher at some universities'
BUSINESS,'a commercial or industrial enterprise and the people who constitute it
TRICE,'a very short time (as the time it takes the eye to blink or the heart to beat)
ALTERNATION,'successive change from one thing or state to another and back again
TOTALITARIAN,'an adherent of totalitarian principles or totalitarian government'
GRUGRU,'tropical American feather palm having a swollen spiny trunk and edible nuts'
LEADERS,'the body of people who lead a group
GAY,'someone who is sexually attracted to persons of the same sex'
AUTOMAKER,'a business engaged in the manufacture of automobiles'
ENTIRENESS,'the state of being total and complete
HYDROPLANE,'an airplane that can land on or take off from water
ADAPTER,'a musician who adapts a composition for particular voices or instruments or for another style of performance'
MOTHERFUCKER,'insulting terms of address for people who are stupid or irritating or ridiculous'
CACHEXIA,'any general reduction in vitality and strength of body and mind resulting from a debilitating chronic disease'
DRUNKENNESS,'a temporary state resulting from excessive consumption of alcohol'
BAYONET,'a knife that can be fixed to the end of a rifle and used as a weapon'
SUSURRATION,'the indistinct sound of people whispering
CONVENIENCES,'things that make you comfortable and at ease
SCARCITY,'a small and inadequate amount'
TOWPATH,'a path along a canal or river used by animals towing boats'
JUGULAR,'a vital part that is vulnerable to attack
TRIGEMINAL,'the main sensory nerve of the face and motor nerve for the muscles of mastication'
BREAD,'food made from dough of flour or meal and usually raised with yeast or baking powder and then baked'
COON,'an eccentric or undignified rustic
BEAUGREGORY,'a blue and yellow damselfish of Bermuda and Florida and the West Indies'
ASSIGNOR,'(law) the party who makes an assignment'
MAPINGUARI,'supposed human-sized sloth-like creature reportedly sighted by Indians in the Amazon rain forest'
COMMISSAR,'an official of the Communist Party who was assigned to teach party principles to a military unit'
DAMPENER,'a device that dampens or moistens something
SIXTY,'the cardinal number that is the product of ten and six'
YOGURT,'a custard-like food made from curdled milk'
ROTAVIRUS,'the reovirus causing infant enteritis'
GRENADIER,'an infantryman equipped with grenades'
RENUNCIATION,'rejecting or disowning or disclaiming as invalid
NONPAYMENT,'the deliberate act of failing to pay money
MUJTIHAD,the effort to derive rules of divine law from Muslim sacred texts'
FACER,'(a dated Briticism) a serious difficulty with which one is suddenly faced'
SHOEBLACK,'a person who polishes shoes and boots'
SUCCULENT,'a plant adapted to arid conditions and characterized by fleshy water-storing tissues that act as water reservoirs'
TREPANG,'of warm coasts from Australia to Asia
CUBITUS,'the arm from the elbow to the fingertips'
FROLIC,'gay or light-hearted recreational activity for diversion or amusement
SQUID,'(Italian cuisine) squid prepared as food'
BLUEFISH,'bluish warm-water marine food and game fish that follow schools of small fishes into shallow waters'
CROWBERRY,'a low evergreen shrub with small purple flowers and black berrylike fruit'
MELIORISM,'the belief that the world can be made better by human effort'
BANISTER,'a railing at the side of a staircase or balcony to prevent people from falling'
ASSIMILATION,'the state of being assimilated
AMOEBA,'naked freshwater or marine or parasitic protozoa that form temporary pseudopods for feeding and locomotion'
HYPOCYCLOID,'a line generated by a point on a circle that rolls around inside another circle'
ENDARTERITIS,'inflammation of the inner lining of an artery'
ARRANGING,'the act of arranging and adapting a piece of music'
LOCATOR,'a person who fixes the boundaries of land claims'
PILASTER,'a rectangular column that usually projects about a third of its width from the wall to which it is attached'
MANGOSTEEN,'East Indian tree with thick leathery leaves and edible fruit'
NARCISSUS,'bulbous plant having erect linear leaves and showy yellow or white flowers either solitary or in clusters'
PORKER,'a pig fattened to provide meat'
HETEROTAXY,'any abnormal position of the organs of the body'
COMPATRIOT,'a person from your own country'
MACE,'an official who carries a mace of office'
EMULSIFIER,'a surface-active agent that promotes the formation of an emulsion'
FAULTINESS,'the state of being defective'
SMOOCHING,'affectionate play (or foreplay without contact with the genital organs)'
BEDROCK,'principles from which other truths can be derived
SOOT,'a black colloidal substance consisting wholly or principally of amorphous carbon and used to make pigments and ink'
EXPORTATION,'commodities (goods or services) sold to a foreign country'
TUFA,'hard volcanic rock composed of compacted volcanic ash'
DOLLARFISH,'small food fish of Atlantic coast'
DIORITE,'a granular crystalline intrusive rock'
CAUSALITY,'the relation between causes and effects'
SUMMATION,'a concluding summary (as in presenting a case before a law court)'
CONTENT,'(usually plural) everything that is included in a collection and that is held or included in something
HOMECOMING,'a coming to or returning home
EMIGRE,'someone who leaves one country to settle in another'
NORIA,'a water wheel with buckets attached to the rim
TIMBER,'the wood of trees cut and prepared for use as building material'
CAPIBARA,'pig-sized tailless South American amphibious rodent with partly webbed feet
CULDOSCOPE,'a specialized endoscope for visually examining a woman\'s pelvic organs'
GEOMETRY,'the pure mathematics of points and lines and curves and surfaces'
SOLEMNITY,'a trait of dignified seriousness'
SULLENNESS,'a gloomy ill-tempered feeling'
SARTORIUS,'a muscle in the thigh that helps to rotate the leg into the sitting position assumed by a tailor
CHANTEY,'a rhythmical work song originally sung by sailors'
CRIMINOLOGY,'the scientific study of crime and criminal behavior and law enforcement'
SEAL,'fastener consisting of a resinous composition that is plastic when warm
VARIETY,'a collection containing a variety of sorts of things
CAVEAT,'a warning against certain acts
CARANDAY,'South American palm yielding a wax similar to carnauba wax'
DEFINING,'any process serving to define the shape of something'
FIREPOWER,'(military) the relative capacity for delivering fire on a target'
PERSONALTY,'movable property (as distinguished from real estate)'
INCITEMENT,'an act of urging on or spurring on or rousing to action or instigating
NEWBORN,'a baby from birth to four weeks'
SECRECY,'the trait of keeping things secret'
FOETOSCOPY,'prenatal diagnosis that allows direct observation of a fetus in the uterus and the withdrawal of fetal blood'
SKIRMISHER,as a member of a scouting party)'
CREEPER,'any plant (as ivy or periwinkle) that grows by creeping'
LARVACEAN,'any member of the class Larvacea'
BRIGADE,'army unit smaller than a division'
KETOSTEROID,'a steroid containing a ketone group'
DOVE,'any of numerous small pigeons'
BRECCIA,'a rudaceous rock consisting of sharp fragments embedded in clay or sand'
ARTISAN,'a skilled worker who practices some trade or handicraft'
PANEL,'sheet that forms a distinct (usually flat and rectangular) section or component of something'
PATOIS,'a characteristic language of a particular group (as among thieves)
TELEGRAPHIST,'someone who transmits messages by telegraph'
ROBOT,'a mechanism that can move automatically'
BABIROUSSA,'Indonesian wild pig with enormous curved canine teeth'
ODONTIASIS,'the eruption through the gums of baby teeth'
ROADBOOK,'a guidebook describing the roads of a country
ENTOMOLOGIST,'a zoologist who studies insects'
DADA,'an informal term for a father
RESEAU,'a net or mesh foundation for lace'
GAUZE,'a net of transparent fabric with a loose open weave'
DEVICE,'an instrumentality invented for a particular purpose
INTERSEX,'one having both male and female sexual characteristics and organs
TRUCE,'a state of peace agreed to between opponents so they can discuss peace terms'
PTERIDOPHYTE,'plants having vascular tissue and reproducing by spores'
CORTICOID,'a steroid hormone produced by the adrenal cortex or synthesized
MECCA,'a place that attracts many visitors
PLUTONIUM,'a solid silvery grey radioactive transuranic element whose atoms can be split when bombarded with neutrons
MOUNTAIN,'a land mass that projects well above its surroundings
LECTERN,'desk or stand with a slanted top used to hold a text at the proper height for a lecturer'
FASCICULE,'an installment of a printed work'
CHARNEL,'a vault or building where corpses or bones are deposited'
ARIDITY,'the quality of yielding nothing of value'
FURRING,'a furlike coating of matter as on the tongue'
HERNIA,'rupture in smooth muscle tissue through which a bodily structure protrudes'
DESPISAL,'a feeling of scornful hatred'
YOBIBIT,'a unit of information equal to 1024 zebibits or 2^80 bits'
GELATIN,'a thin translucent membrane used over stage lights for color effects'
MUTISIA,'any of various plants of the genus Mutisia'
SALLOWNESS,'a sickly yellowish skin color'
TABLEFORK,'a fork for eating at a dining table'
SINGALONG,'informal group singing of popular songs'
HIBACHI,'a portable brazier that burns charcoal and has a grill for cooking'
DAIRY,'a farm where dairy products are produced'
AXE,'an edge tool with a heavy bladed head mounted across a handle'
NANOVOLT,'a unit of potential equal to one billionth of a volt'
AIRBUS,'a subsonic jet airliner operated over short distances'
VALGUS,'a deformity in which there is an abnormal displacement of part of a limb away from the midline of the body'
CONVERSE,'a proposition obtained by conversion'
VICISSITUDE,'a variation in circumstances or fortune at different times in your life or in the development of something
LAPSE,'a mistake resulting from inattention'
REALPOLITIK,'politics based on practical rather than moral or ideological considerations'
RELIGIOUSISM,'exaggerated or affected piety and religious zeal'
HOUSEFUL,'as many as a house will accommodate
CANDYWEED,'bog plant of pine barrens of southeastern United States having spikes of irregular yellow-orange flowers'
MYONECROSIS,'localized death of muscle cell fibers'
HOODMOLD,'a protective drip that is made of stone'
LEATHERLEAF,'north temperate bog shrub with evergreen leathery leaves and small white cylindrical flowers'
BODYWORK,'the exterior body of a motor vehicle'
OBSOLETENESS,'the property of being out of date and not current'
ATTENTION,'the process whereby a person concentrates on some features of the environment to the (relative) exclusion of others'
BRAHMAN,'a member of the highest of the four Hindu varnas
CORDAGE,'the ropes in the rigging of a ship'
MACADAM,'broken stone used in macadamized roadways'
PROSTATE,'a firm partly muscular chestnut sized gland in males at the neck of the urethra
TELEPRINTER,'a character printer connected to a telegraph that operates like a typewriter'
EIDOS,'(anthropology) the distinctive expression of the cognitive or intellectual character of a culture or a social group'
LUGING,'riding a light one-man toboggan'
EDIBLE,'any substance that can be used as food'
PRETERITE,'a term formerly used to refer to the simple past tense'
HEROIN,'a narcotic that is considered a hard drug
SECTIONAL,'a piece of furniture made up of sections that can be arranged individually or together'
CHALICE,'a bowl-shaped drinking vessel
STORAGE,'the act of storing something'
SEZESSION,'an Austrian school of art and architecture parallel to the French art nouveau in the 1890s'
INQUISITION,'a severe interrogation (often violating the rights or privacy of individuals)'
WHITEWOOD,'light easily worked wood of a tulip tree
FERMATA,'(music) a prolongation of unspecified length on a note or chord or rest'
GLAUCONITE,'a green mineral consisting of hydrated silicate of potassium or iron or magnesium or aluminum
CONEY,'black-spotted usually dusky-colored fish with reddish fins'
GOALPOST,'one of a pair of posts (usually joined by a crossbar) that are set up as a goal at each end of a playing field'
BUFFALO,'large shaggy-haired brown bison of North American plains'
EQUITY,'the difference between the market value of a property and the claims held against it'
GUEREZA,'a colobus monkey with a reddish brown coat and white silky fringes down both sides of the body'
MOBILITY,'the quality of moving freely'
APERTURE,'a device that controls amount of light admitted'
CREDITS,'a list of acknowledgements of those who contributed to the creation of a film (usually run at the end of the film)'
SNAKEFISH,'tropical fishes with large mouths in lizard-like heads
QUAY,'wharf usually built parallel to the shoreline'
PARAPHYSIS,'a sterile simple or branched filament or hair borne among sporangia
OXALATE,'a salt or ester of oxalic acid'
ACCELERATOR,'a pedal that controls the throttle valve
YEARBOOK,'a reference book that is published regularly once every year'
PRIMIPARA,'(obstetrics) woman who has been delivered of a child for the first time'
BARBEQUE,'a cookout in which food is cooked over an open fire
STEEPLEJACK,'someone who builds or maintains very tall structures'
HEMODIALYSIS,'dialysis of the blood to remove toxic substances or metabolic wastes from the bloodstream
GERONTOLOGY,'the branch of medical science that deals with diseases and problems specific to old people'
PAELLA,'saffron-flavored dish made of rice with shellfish and chicken'
BACKING,'the act of providing approval and support
MINOCYCLINE,'tetracycline antibiotic (trade name Minocin) used to treat a variety of bacterial and rickettsial infections'
SOLICITUDE,'a feeling of excessive concern'
FLAGFISH,'a fish with a dark-blue back and whitish sides with red stripes
LEITMOTIF,'a melodic phrase that accompanies the reappearance of a person or situation (as in Wagner\'s operas)'
BYZANT,'a gold coin of the Byzantine Empire
INTUITION,'instinctive knowing (without the use of rational processes)'
CARDIA,'the opening into the stomach and that part of the stomach connected to the esophagus'
DOOHICKEY,'something unspecified whose name is either forgotten or not known
ALERT,'a warning serves to make you more alert to danger'
NATURAL,'someone regarded as certain to succeed
SMOKEHOUSE,'a small house where smoke is used to cure meat or fish'
INTERFERENCE,'the act of hindering or obstructing or impeding'
GLYBURIDE,'an oral antidiabetic drug (trade names DiaBeta and Micronase) that stimulates the release of insulin from the pancreas'
TARDINESS,'the quality or habit of not adhering to a correct or usual or expected time'
PHAGE,'a virus that is parasitic (reproduces itself) in bacteria
STANDING,'social or financial or professional status or reputation
BLURRINESS,'the quality of being indistinct and without sharp outlines'
LOVELY,'a very pretty girl who works as a photographer\'s model'
CYSTOLITH,'a calculus formed in the bladder'
NOISE,'the auditory experience of sound that lacks musical quality
LUTING,'a substance for packing a joint or coating a porous surface to make it impervious to gas or liquid'
CAFFER,'an offensive and insulting term for any Black African'
LITTERBUG,'a person who litters public places with refuse'
PASTIME,'a diversion that occupies one\'s time and thoughts (usually pleasantly)
ARAROBA,'a bitter yellow powder used to treat skin diseases'
MAILBOX,'a private box for delivery of mail'
COTTAR,'a peasant farmer in the Scottish Highlands'
DRAGEE,'sugar-coated nut or fruit piece'
PEKOE,'a superior grade of black tea
ANTIDIURETIC,'a drug that limits the formation of urine'
PUSSYTOES,'low-growing perennial herb having leaves with whitish down and clusters of small white flowers'
CLAPBOARD,'a long thin board with one edge thicker than the other
CALCINATION,'the conversion of metals into their oxides as a result of heating to a high temperature'
LEMNISCATE,'any of several plane algebraic curves in the shape of a figure eight'
MEPROBAMATE,'a sedative and tranquilizer (trade name Miltown and Equanil and Meprin) used to treat muscle tension and anxiety'
KALANSUWA,'a cap that is wrapped around by a turban and worn by Muslim religious elders'
TABOURET,'a low stool in the shape of a drum'
REVOCATION,'the state of being cancelled or annulled'
SAFE,'strongbox where valuables can be safely kept'
ALLOY,'the state of impairing the quality or reducing the value of something'
IMPACT,'the striking of one body against another'
GUENON,'small slender African monkey having long hind limbs and tail and long hair around the face'
CHIPBOARD,'a cheap hard material made from wood chips that are pressed together and bound with synthetic resin'
OXYGEN,'a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas
DEPREDATION,'an act of plundering and pillaging and marauding'
RAGLAN,'a garment (coat or sweater) that has raglan sleeves'
RAVAGING,'plundering with excessive damage and destruction'
PUSSY,'obscene terms for female genitals'
GARBAGE,'food that is discarded (as from a kitchen)'
WOOLLEN,'a fabric made from the hair of sheep'
COCKATIEL,'small grey Australian parrot with a yellow crested head'
GAME,'a contest with rules to determine a winner
THIRTY,'the cardinal number that is the product of ten and three'
FRAGRANCY,'a pleasingly sweet olfactory property'
PURIFIER,'an apparatus for removing impurities'
BARGELLO,'needlepoint embroidery stitch that produces zigzag lines'
ELECTORATE,'the body of enfranchised citizens
HAYSEED,'a person who is not very intelligent or interested in culture'
ACCOUCHEUR,'a physician specializing in obstetrics'
BOWER,'a framework that supports climbing plants
DEPRECATION,'a prayer to avert or remove some evil or disaster'
ACACIA,'any of various spiny trees or shrubs of the genus Acacia'
QUALITY,'an essential and distinguishing attribute of something or someone
OVERLAPPING,'covering with a design in which one element covers a part of another (as with tiles or shingles)'
GRADUATION,'the successful completion of a program of study'
SANSEVIERIA,'grown as a houseplant for its mottled fleshy sword-shaped leaves or as a source of fiber'
REGRETS,'a polite refusal of an invitation'
SOLVER,'a thinker who focuses on the problem as stated and tries to synthesize information and knowledge to achieve a solution'
HOLOPHYTE,'an organism that produces its own food by photosynthesis'
QUADRILLE,'music for dancing the quadrille'
WIRETAPPER,'someone who wiretaps a telephone or telegraph wire'
DEMONOLATRY,'the acts or rites of worshiping devils'
MACROSPORE,'larger of the two types of spore produced in heterosporous plants
SCIOLIST,'an amateur who engages in an activity without serious intentions and who pretends to have knowledge'
TOCAINIDE,'antiarrhythmic drug (trade name Tonocard) used to treat ventricular arrhythmias when less dangerous drugs have failed'
XYLOSMA,'shrub or small tree grown as an ornamental in mild climates for its neat evergreen foliage and fragrant late flowers
LADING,'goods carried by a large vehicle'
VELLEITY,'volition in its weakest form'
EGOMANIA,'an intense and irresistible love for yourself and concern for your own needs'
HINTERLAND,'a remote and undeveloped area'
USURPATION,'entry to another\'s property without right or permission'
ESCAPEMENT,'mechanical device that regulates movement'
BONESHAKER,'any wheeled vehicle that is dilapidated and uncomfortable
TOXICANT,'any substance that causes injury or illness or death of a living organism'
STANNITE,'a dark grey mineral with a metallic luster that is a source of tin'
LIPOIDEMIA,'presence of excess lipids in the blood'
COTTONMOUTH,'venomous semiaquatic snake of swamps in southern United States'
ANHYDRIDE,'a compound formed from one or more other compounds in a reaction resulting in removal of water'
GRATER,'utensil with sharp perforations for shredding foods (as vegetables or cheese)'
PARAMEDICAL,'a person trained to assist medical professionals and to give emergency medical treatment'
INANITION,'exhaustion resulting from lack of food'
PALE,'a wooden strip forming part of a fence'
CONSISTENCE,'a harmonious uniformity or agreement among things or parts'
PALLIDNESS,'unnatural lack of color in the skin (as from bruising or sickness or emotional distress)'
CLARO,'a cigar made with light-colored tobacco'
UNABRIDGED,'a dictionary that has not been shortened by the omitting terms or definitions
MIRE,'a soft wet area of low-lying land that sinks underfoot'
PTERION,'the craniometric point in the region of the sphenoid fontanelle'
EPICARP,'outermost layer of the pericarp of fruits as the skin of a peach or grape'
AUTOCUE,'a device that displays words for people to read'
STONEMASON,'a craftsman who works with stone or brick'
BRICOLE,'an engine that provided medieval artillery used during sieges
MEANY,'a person of mean disposition'
KIBBUTZ,'a collective farm or settlement owned by its members in modern Israel
DOCKYARD,'an establishment on the waterfront where vessels are built or fitted out or repaired'
DOUBT,'the state of being unsure of something'
GIARDIASIS,'infection of the intestines with protozoa found in contaminated food and water
SENSITISER,'(chemistry) a substance other than a catalyst that facilitates the start of a catalytic reaction'
COMPOSITOR,'one who sets written material into type'
LAYOUT,'a plan or design of something that is laid out'
PRIMUS,'the presiding bishop of the Episcopal Church of Scotland'
EPITHET,'a defamatory or abusive word or phrase'
RADIOCHEMIST,'a chemist who specializes in nuclear chemistry'
ASSOCIATION,'a formal organization of people or groups of people
VIGILANTISM,'the actions of a vigilance committee in trying to enforce the laws'
LOCUTION,'a word or phrase that particular people use in particular situations
FREEBIE,'something that is free (usually provided as part of a promotional scheme)
HOGFISH,'large wrasse of western Atlantic
HOMONYM,'two words are homonyms if they are pronounced and spelled the same way but have different meanings'
RYEGRASS,'any of several annual or perennial Eurasian grasses'
ACYCLOVIR,'an oral antiviral drug (trade name Zovirax) used to treat genital herpes
ALARUM,'an automatic signal (usually a sound) warning of danger'
CONVERSION,'an event that results in a transformation'
HUMANISM,'the doctrine that people\'s duty is to promote human welfare'
INFECTION,'the pathological state resulting from the invasion of the body by pathogenic microorganisms'
LEA,'a unit of length of thread or yarn'
MOUSEPAD,'a small portable pad that provides traction for the ball of a computer mouse'
RHINION,'the anterior tip at the end of the suture of the nasal bones'
UNIONIST,'a worker who belongs to a trade union'
DELINEATION,'a graphic or vivid verbal description
COWARD,'a person who shows fear or timidity'
HURTING,'a symptom of some physical hurt or disorder
FAERY,'the enchanted realm of fairies'
LINGO,'a characteristic language of a particular group (as among thieves)
HIPLINE,'the line formed by measuring the hip at its greatest part'
LANGUR,'slender long-tailed monkey of Asia'
RAMIFICATION,'the act of branching out or dividing into branches'
MOLYBDENUM,'a polyvalent metallic element that resembles chromium and tungsten in its properties
ZOOERASTIA,'sexual activity between a person and an animal'
SHOJI,'a translucent screen made of a wooden frame covered with rice paper'
CITRATE,'a salt or ester of citric acid'
CANNISTER,'metal container for storing dry foods such as tea or flour'
COSMETICIAN,'someone who works in a beauty parlor'
VETO,'a vote that blocks a decision'
ENCORE,'an extra or repeated performance
DOCKAGE,'a fee charged for a vessel to use a dock'
PARLANCE,'a manner of speaking that is natural to native speakers of a language'
BEDPOST,'any of 4 vertical supports at the corners of a bedstead'
ALGEBRA,'the mathematics of generalized arithmetical operations'
VOLAILLE,'the flesh of a chicken used for food'
CROTALARIA,'any of various plants of the genus Crotalaria having inflated pods within which the seeds rattle
STIFLE,'joint between the femur and tibia in a quadruped
PROPANOL,'a clear colorless volatile liquid (alcohol) used as a solvent and antiseptic'
DIGNITARY,'an important or influential (and often overbearing) person'
SHAITAN,'(Islam) a rebellious jinni who leads men astray'
INDIGEN,'an indigenous person who was born in a particular place
SUNSET,'the daily event of the sun sinking below the horizon'
BRAINWORKER,'someone whose profession involves using his head to solve problems'
KITEMBILLA,'a small shrubby spiny tree cultivated for its maroon-purple fruit with sweet purple pulp tasting like gooseberries
RADIAN,'the unit of plane angle adopted under the Systeme International d\'Unites
GRAYNESS,'a neutral achromatic color midway between white and black'
PATER,'an informal use of the Latin word for father
PHONEME,'(linguistics) one of a small set of speech sounds that are distinguished by the speakers of a particular language'
NAPPY,'garment consisting of a folded cloth drawn up between the legs and fastened at the waist
SHEEPRUN,'farm devoted to raising sheep'
FLOORWALKER,'an employee of a retail store who supervises sales personnel and helps with customer problems
CATAFALQUE,'a decorated bier on which a coffin rests in state during a funeral'
MUTANT,'(biology) an organism that has characteristics resulting from chromosomal alteration'
REFERRAL,'a person whose case has been referred to a specialist or professional group
OFFICIAL,'a worker who holds or is invested with an office'
CONFORMATION,'acting according to certain accepted standards
EPOS,'a long narrative poem telling of a hero\'s deeds'
SALABLENESS,'the quality of being salable or marketable'
POSSEMAN,'an able-bodied man serving as a member of a posse'
INTEGRATOR,'a measuring instrument for measuring the area of an irregular plane figure'
SACQUE,'a woman\'s full loose hiplength jacket'
ICONOCLAST,'a destroyer of images used in religious worship'
SPIRANT,'a continuant consonant produced by breath moving against a narrowing of the vocal tract'
EPHEMERALITY,'the property of lasting for a very short time'
FOGLAMP,'headlight that provides strong beam for use in foggy weather'
PHANEROGAM,'plant that reproduces by means of seeds not spores'
DOGHOUSE,'outbuilding that serves as a shelter for a dog'
FOLIAGE,'the main organ of photosynthesis and transpiration in higher plants'
TALLYMAN,'one who sells goods on the installment plan'
NATURALNESS,'the quality of being natural or based on natural principles
FIRE,'the event of something burning (often destructive)
WHEY,'watery part of milk produced when raw milk sours and coagulates
SECRET,'information known only to a special group
UNIT,'any division of quantity accepted as a standard of measurement or exchange
AMORTIZATION,'payment of an obligation in a series of installments or transfers'
GOMUTI,'Malaysian feather palm with base densely clothed with fibers
ENMITY,'the feeling of a hostile person
CAPSIZING,'(nautical) the event of a boat accidentally turning over in the water'
FACADE,'the face or front of a building'
HEMOSTASIA,'surgical procedure of stopping the flow of blood (as with a hemostat)'
WORSE,'something inferior in quality or condition or effect
BOUNDARY,'the line or plane indicating the limit or extent of something'
COVERING,'the work of applying something
SPECIALTY,'an asset of special worth or utility
POTFUL,'the quantity contained in a pot'
MISSILE,'a rocket carrying a warhead of conventional or nuclear explosives
ASSIZE,'the regulation of weights and measures of articles offered for sale'
CRENELLE,'a notch or open space between two merlons in a crenelated battlement'
GARDENIA,'any of various shrubs and small trees of the genus Gardenia having large fragrant white or yellow flowers'
GAZANIA,'any plant of the genus Gazania valued for their showy daisy flowers'
ABAYA,'(Arabic) a loose black robe from head to toe
PYROXYLINE,'highly flammable nitrocellulose used in making collodion and plastics and lacquers'
MITERWORT,'any of various rhizomatous perennial herbs of the genus Mitella having a capsule resembling a bishop\'s miter'
SYMBOLISM,'a system of symbols and symbolic representations'
TEMPORALIS,'muscle extending from the temporal fossa to the coronoid process of the mandible
VOTARY,'one bound by vows to a religion or life of worship or service
SKYLARK,'brown-speckled European lark noted for singing while hovering at a great height'
TITLARK,'a songbird that lives mainly on the ground in open country
PLAYACTING,'the performance of a part or role in a drama'
UNCONCERN,'the trait of remaining calm and seeming not to care
SKIPJACK,'medium-sized tuna-like food fish of warm Atlantic and Pacific waters
OMEN,'a sign of something about to happen
OBJECTIVITY,'judgment based on observable phenomena and uninfluenced by emotions or personal prejudices'
LOADING,'weight to be borne or conveyed'
NOMINEE,'a politician who is running for public office'
MINIATURE,'a copy that reproduces a person or thing in greatly reduced size'
DEFERMENT,'act of putting off to a future time'
SEPARATRIX,'a punctuation mark (/) used to separate related items of information'
TYING,'the act of tying or binding things together'
SHOWGIRL,'a woman who dances in a chorus line'
OFFICE,'place of business where professional or clerical duties are performed
PANSEXUAL,'a person who participates in (or is open to) sexual activities of many kinds'
HOLDOVER,'something that has survived from the past
LEAPER,'someone who bounds or leaps (as in competition)'
SUMACH,'a shrub or tree of the genus Rhus (usually limited to the non-poisonous members of the genus)'
BUTYRIN,'any of three glycerides of butyric acid'
TETANUS,'a sustained muscular contraction resulting from a rapid series of nerve impulses'
COPAL,'a brittle aromatic resin used in varnishes'
ALEWIFE,'shad-like food fish that runs rivers to spawn
CHEERING,'encouragement in the form of cheers from spectators
HEMATOHISTON,'a colorless protein obtained by removing heme from hemoglobin
KERYGMA,'preaching the gospel of Christ in the manner of the early church'
FAKERY,'the act of faking (or the product of faking)'
ELDEST,'the offspring who came first in the order of birth'
EUSPORANGIUM,'a sporangium that arises from a group of epidermal cells'
PEDALER,'a person who rides a pedal-driven vehicle (as a bicycle)'
ADMONISHER,'someone who gives a warning so that a mistake can be avoided'
THERMEL,'a thermometer that uses thermoelectric current to measure temperature'
MEAL,'the food served and eaten at one time'
FLYWHEEL,'regulator consisting of a heavy wheel that stores kinetic energy and smooths the operation of a reciprocating engine'
PATRILINEAGE,'line of descent traced through the paternal side of the family'
FALDEROL,'ornamental objects of no great value'
SALMI,'ragout of game in a rich sauce'
HYGROPHYTE,'a plant that grows in a moist habitat'
ANORAK,'a kind of heavy jacket (`windcheater\' is a British term)'
SCALLION,'a young onion before the bulb has enlarged
MINIVAN,'a small box-shaped passenger van
VILLAGER,'one who has lived in a village most of their life'
HUMANOID,'an automaton that resembles a human being'
WAVEBAND,assigned for transmitting radio or television signals)'
FORBIDDANCE,'an official prohibition or edict against something'
GATHER,'the act of gathering something'
SCABIOUS,'any of various plants of the genus Scabiosa'
PLEASURE,'a fundamental feeling that is hard to define but that people desire to experience
FARMING,'the practice of cultivating the land or raising stock'
MODULATION,'a musical passage moving from one key to another'
YOTTABYTE,'a unit of information equal to 1024 zebibytes or 2^80 bytes'
GLEAMING,'an appearance of reflected light'
SEISMOSAUR,'huge herbivorous dinosaur of the Cretaceous found in western North America'
RANSACKING,'a thorough search for something (often causing disorder or confusion)
SECTION,'a self-contained part of a larger composition (written or musical)
LUMINISM,'an artistic movement in the United States that was derived from the Hudson River school
NOMAD,'a member of a people who have no permanent home but move about according to the seasons'
BOSUN,'a petty officer on a merchant ship who controls the work of other seamen'
REDUNDANCE,'the attribute of being superfluous and unneeded
TWINBERRY,'shrubby honeysuckle with purple flowers
PILOTHOUSE,'an enclosed compartment from which a vessel can be navigated'
IMMINENCE,'the state of being imminent and liable to happen soon'
STEARIN,'an ester of glycerol and stearic acid'
ANGELIM,'any of several tropical American trees of the genus Andira'
REFERENDUM,'a legislative act is referred for final approval to a popular vote by the electorate'
SARDIUS,'a deep orange-red variety of chalcedony'
CONVEYING,'act of transferring property title from one person to another'
FLOOZY,'a prostitute who attracts customers by walking the streets'
BUTTERBUR,'small Eurasian herb having broad leaves and lilac-pink rayless flowers
DICOT,'flowering plant with two cotyledons
THEOLOGIST,'someone who is learned in theology or who speculates about theology'
ABERRANCE,'a state or condition markedly different from the norm'
RIBIER,'dark reddish-purple table grape of California'
